Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
BMW 430i Coupe,2.0,4.0,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,21,33,25,5,No,351
BMW 430i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,24,34,27,6,No,324
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 430i Gran Coupe,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small car,7,23,33,27,6,No,331
BMW 440i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,29,24,5,No,371
BMW 440i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,29,24,5,No,371
BMW 440i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,20,29,23,5,No,383
BMW 440i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,20,29,23,5,No,383
BMW 440i Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,18,28,22,4,No,405
BMW 440i Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,18,28,22,4,No,405
BMW 440i Coupe,3.0,6.0,Man-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,18,28,21,4,No,413
BMW 440i Coupe,3.0,6.0,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,18,28,21,4,No,413
BMW 440i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,32,25,5,No,353
BMW 440i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 440i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,small car,3,21,31,24,5,No,367
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0H30,small car,7,27/70,30/75,29/72,10,Elite,193
BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0H30,small car,7,27/70,30/75,29/72,10,Elite,193
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0H30,small car,7,27/66,31/68,28/67,10,Elite,200
BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0H30,small car,7,27/66,31/68,28/67,10,Elite,200
BMW 530i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,midsize car,7,24,34,27,6,No,324
BMW 530i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,midsize car,7,23,33,27,6,No,331
BMW 530i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,midsize car,7,23,33,27,6,No,331
BMW 540i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 540i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 540i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 540i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,midsize car,5,21,29,24,5,No,371
BMW 640i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,small car,3,20,29,23,5,No,378
BMW 640i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,small car,3,19,28,22,4,No,397
BMW 640i Gran Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,small car,3,19,28,22,4,No,397
BMW 640i Gran Turismo,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,large car,5,20,28,23,5,No,388
BMW 640i Gran Turismo,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,large car,5,20,28,23,5,No,388
BMW 650i Gran Coupe,4.4,8.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,18,26,21,4,No,432
BMW 650i Gran Coupe,4.4,8.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,18,26,21,4,No,432
BMW 650i Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW 650i Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0H48,large car,3,25/62,29/68,27/64,9,Yes,214
BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0H48,large car,3,25/62,29/68,27/64,9,Yes,214
BMW 740i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,21,29,24,5,No,371
BMW 740i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,21,29,24,5,No,371
BMW 740i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 740i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B58,large car,3,20,29,23,5,No,383
BMW 750i,4.4,8.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,18,26,21,4,No,432
BMW 750i,4.4,8.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,18,26,21,4,No,432
BMW 750i,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW 750i,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW Alpina B6 Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW Alpina B6 Gran Coupe,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,25,20,4,No,448
BMW Alpina B7,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW Alpina B7,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,large car,3,17,25,20,4,No,448
BMW M2 Competition,3.0,6.0,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M2 Competition,3.0,6.0,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M2 Competition,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M2 Competition,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M240i Convertible,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Convertible,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Convertible,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Convertible,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Coupe,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Coupe,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Coupe M Performance,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Coupe M Performance,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,18,27,21,4,No,413
BMW M240i Coupe M Performance,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Coupe M Performance,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,367
BMW M240i Coupe M Performance,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M240i Coupe M Performance,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0B2X,small car,3,21,30,24,5,No,368
BMW M4 CS,3.0,6.0,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M4 CS,3.0,6.0,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M4 Convertible,3.0,6.0,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,16,22,19,3,No,481
BMW M4 Convertible,3.0,6.0,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,16,22,19,3,No,481
BMW M4 Convertible,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,25,20,4,No,450
BMW M4 Convertible,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,25,20,4,No,450
BMW M4 Convertible Competition,3.0,6.0,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,16,22,19,3,No,481
BMW M4 Convertible Competition,3.0,6.0,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,16,22,19,3,No,481
BMW M4 Convertible Competition,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,25,20,4,No,450
BMW M4 Convertible Competition,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,25,20,4,No,450
BMW M4 Coupe,3.0,6.0,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M4 Coupe,3.0,6.0,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M4 Coupe,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M4 Coupe,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M4 Coupe Competition,3.0,6.0,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M4 Coupe Competition,3.0,6.0,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,17,23,19,3,No,470
BMW M4 Coupe Competition,3.0,6.0,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M4 Coupe Competition,3.0,6.0,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV03.0S55,small car,3,18,25,20,4,No,440
BMW M5,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV04.4SM5,midsize car,3,15,21,17,3,No,521
BMW M5,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV04.4SM5,midsize car,3,15,21,17,3,No,521
BMW M5 Competition,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV04.4SM5,midsize car,3,15,21,17,3,No,521
BMW M5 Competition,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV04.4SM5,midsize car,3,15,21,17,3,No,521
BMW M550i,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,midsize car,3,18,25,20,4,No,433
BMW M550i,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,midsize car,3,18,25,20,4,No,433
BMW M6 Gran Coupe,4.4,8.0,AMS-7,2WD,Gasoline,CA,L2,California LEV-II LEV,KBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8.0,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KBMXV04.4S63,small car,1,14,20,16,2,No,553
BMW M6 Gran Coupe,4.4,8.0,Man-6,2WD,Gasoline,CA,L2,California LEV-II LEV,KBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M6 Gran Coupe,4.4,8.0,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,KBMXV04.4S63,small car,1,15,22,17,3,No,522
BMW M760i xDrive,6.6,12.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV06.6N74,large car,3,13,20,16,2,No,571
BMW M760i xDrive,6.6,12.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV06.6N74,large car,3,13,20,16,2,No,571
BMW M850i xDrive,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,18,25,20,4,No,433
BMW M850i xDrive,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,18,25,20,4,No,433
BMW M850i xDrive Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,small car,3,17,26,20,4,No,434
BMW M850i xDrive Convertible,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,small car,3,17,26,20,4,No,434
BMW X1 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,large car,7,23,32,26,5,No,336
BMW X1 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,large car,7,23,32,26,5,No,336
BMW X1 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,large car,7,22,31,25,5,No,349
BMW X1 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,large car,7,22,31,25,5,No,349
BMW X2 M35i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,midsize car,3,23,29,25,5,No,348
BMW X2 M35i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,midsize car,3,23,29,25,5,No,348
BMW X2 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,23,32,26,5,No,341
BMW X2 sDrive28i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,23,32,26,5,No,341
BMW X2 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,21,31,25,5,No,357
BMW X2 xDrive28i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,21,31,25,5,No,357
BMW X3 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,small SUV,5,20,27,23,5,No,392
BMW X3 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,small SUV,5,20,27,23,5,No,392
BMW X3 sDrive30i,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small SUV,7,23,30,26,5,No,344
BMW X3 sDrive30i,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small SUV,7,23,30,26,5,No,344
BMW X3 xDrive30i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small SUV,7,22,29,25,5,No,360
BMW X3 xDrive30i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small SUV,7,22,29,25,5,No,360
BMW X4 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KBMXJ03.0B5X,small SUV,5,20,27,23,5,No,392
BMW X4 M40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KBMXJ03.0B5X,small SUV,5,20,27,23,5,No,392
BMW X4 xDrive30i,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KBMXJ02.0B4X,small SUV,7,22,29,25,5,No,360
BMW X4 xDrive30i,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KBMXJ02.0B4X,small SUV,7,22,29,25,5,No,360
BMW X5 xDrive40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXT03.0B07,standard SUV,3,20,26,22,4,No,394
BMW X5 xDrive40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXT03.0B07,standard SUV,3,20,26,22,4,No,394
BMW X5 xDrive50i,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,standard SUV,3,17,22,19,3,No,472
BMW X5 xDrive50i,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,standard SUV,3,17,22,19,3,No,472
BMW X6 M,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXT04.4S63,standard SUV,3,14,19,16,2,No,549
BMW X6 M,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,KBMXT04.4S63,standard SUV,3,14,19,16,2,No,549
BMW X6 sDrive35i,3.0,6.0,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,standard SUV,3,18,24,20,4,No,433
BMW X6 sDrive35i,3.0,6.0,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,standard SUV,3,18,24,20,4,No,433
BMW X6 xDrive35i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ03.0F16,standard SUV,3,18,24,20,4,No,437
BMW X6 xDrive35i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ03.0F16,standard SUV,3,18,24,20,4,No,437
BMW X6 xDrive50i,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,standard SUV,3,17,22,19,3,No,472
BMW X6 xDrive50i,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,standard SUV,3,17,22,19,3,No,472
BMW X7 xDrive40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXT03.0B07,standard SUV,3,20,25,22,4,No,409
BMW X7 xDrive40i,3.0,6.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXT03.0B07,standard SUV,3,20,25,22,4,No,409
BMW X7 xDrive50i,4.4,8.0,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KBMXJ04.4N63,standard SUV,3,15,21,17,3,No,506
BMW X7 xDrive50i,4.4,8.0,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KBMXJ04.4N63,standard SUV,3,15,21,17,3,No,506
